Name,Electricity_kWh,Car_km,Short_Haul_Flights,Long_Haul_Flights,Electricity_Emissions_kg,Car_Emissions_kg,Flight_Emissions_kg,Total_Emissions_kg,Total_Emissions_tons
User_103,3200.491867534287,4738.644685060441,1,0,1520.2336370787862,909.8197795316046,110,2540.0534166103907,2.5400534166103905
User_104,4559.994838152919,20876.973545064073,0,1,2165.9975481226365,4008.378920652302,440,6614.376468774939,6.614376468774939
User_105,7352.965317482651,23797.840513147632,3,2,3492.658525804259,4569.185378524346,1210,9271.843904328605,9.271843904328605
User_106,2745.0456040421245,9502.8503120258,1,1,1303.8966619200091,1824.5472599089535,550,3678.4439218289626,3.6784439218289626
User_107,3872.680461249408,25715.377709962588,2,1,1839.5232190934687,4937.3525203128165,660,7436.875739406285,7.436875739406285
User_108,6288.857969801341,27184.297642972993,2,0,2987.207535655637,5219.385147450815,220,8426.592683106452,8.42659268310645
User_109,2601.587158441357,8307.134621334268,0,0,1235.7539002596445,1594.9698472961795,0,2830.723747555824,2.8307237475558242
User_110,1538.8593688015508,29505.64418145666,4,0,730.9582001807365,5665.083682839679,440,6836.041883020415,6.836041883020416
User_111,3028.2601703963765,4221.345841462752,2,0,1438.4235809382787,810.4984015608484,220,2468.921982499127,2.468921982499127
User_112,2128.5490107780306,6060.470052074699,1,0,1011.0607801195645,1163.6102499983422,110,2284.6710301179064,2.2846710301179063
User_113,7507.883566398012,5526.745177140784,0,0,3566.2446940390555,1061.1350740110306,0,4627.379768050087,4.627379768050087
User_114,6656.842656950918,26819.691300236114,1,0,3162.000262051686,5149.380729645334,110,8421.38099169702,8.42138099169702
User_115,5433.826295572964,19628.776569748858,1,0,2581.067490397158,3768.7251013917808,110,6459.792591788939,6.459792591788939
User_116,7100.224131314024,4563.128496668186,0,0,3372.6064623741613,876.1206713602917,0,4248.727133734453,4.2487271337344525
User_117,6625.704538293801,13209.70255105047,3,0,3147.2096556895553,2536.26288980169,330,6013.472545491246,6.013472545491246
User_118,2305.990412202251,18458.940752094062,2,0,1095.345445796069,3544.11662440206,220,4859.462070198129,4.85946207019813
User_119,7247.912989429845,2503.922549681499,0,1,3442.758669979176,480.75312953884776,440,4363.5117995180235,4.363511799518023
User_120,4775.395693409555,26472.49105222016,2,1,2268.3129543695386,5082.718282026271,660,8011.031236395809,8.011031236395809
User_121,6652.081086148438,24108.106063246054,1,1,3159.738515920508,4628.7563641432425,550,8338.49488006375,8.33849488006375
User_122,7272.639099464453,15156.203207299148,0,0,3454.5035722456146,2909.9910158014363,0,6364.494588047051,6.364494588047052
User_123,3226.024324803047,29013.798457775112,2,0,1532.3615542814473,5570.649303892822,220,7323.01085817427,7.323010858174269
User_124,1770.3634716937372,12532.82937825299,4,0,840.9226490545251,2406.3032406245743,440,3687.2258896790995,3.6872258896790995
User_125,2595.5461377935917,29523.309571094935,3,0,1232.884415451956,5668.475437650228,330,7231.3598531021835,7.231359853102184
User_126,3989.754520383794,20037.599964108813,2,0,1895.1333971823021,3847.2191931088923,220,5962.352590291194,5.962352590291195
User_127,6726.103361457452,19040.138197618242,2,1,3194.8990966922893,3655.7065339427027,660,7510.605630634992,7.510605630634992
User_128,7025.114082794404,4978.64685887355,1,0,3336.9291893273416,955.9001969037216,110,4402.829386231063,4.402829386231063
User_129,1048.664913718335,26457.83274913932,1,1,498.1158340162091,5079.90388783475,550,6128.019721850959,6.1280197218509596
User_130,4575.231118042961,12824.690637618454,3,1,2173.2347810704064,2462.3406024227434,770,5405.575383493149,5.405575383493149
User_131,3921.877022041453,4867.0021734743805,2,1,1862.8915854696902,934.464417307081,660,3457.356002776771,3.457356002776771
User_132,2554.754673295112,378.2255992727712,1,2,1213.5084698151782,72.61931506037207,990,2276.1277848755503,2.27612778487555
User_133,1839.0575713357796,16792.670509151478,2,0,873.5523463844953,3224.1927377570837,220,4317.745084141579,4.317745084141579
User_134,3363.3061998253957,15821.98866368029,2,0,1597.5704449170628,3037.8218234266155,220,4855.392268343679,4.855392268343679
User_135,7600.367927387634,21580.60867107476,0,1,3610.1747655091262,4143.476864846354,440,8193.65163035548,8.19365163035548
User_136,3262.4205241452864,26707.741590534064,2,0,1549.649748969011,5127.8863853825405,220,6897.5361343515515,6.897536134351552
User_137,4631.534352203563,2382.1975392908857,0,0,2199.9788172966923,457.38192754385005,0,2657.3607448405423,2.6573607448405423
User_138,5921.132712266245,21944.89471021087,1,0,2812.5380383264664,4213.419784360487,110,7135.9578226869535,7.1359578226869536
User_139,3545.4072166550577,5622.358322927466,3,0,1684.0684279111524,1079.4927980020736,330,3093.561225913226,3.0935612259132257
User_140,7802.474579046725,25745.31159471492,4,1,3706.175425047194,4943.099826185265,880,9529.275251232459,9.529275251232459
User_141,7737.131064594779,24571.905415849684,3,1,3675.13725568252,4717.805839843139,770,9162.94309552566,9.162943095525659
User_142,2762.476070777549,16223.812649566331,1,0,1312.1761336193358,3114.9720287167356,110,4537.148162336071,4.537148162336072
User_143,4480.739541246698,21307.283958699347,2,0,2128.3512820921815,4090.9985200702745,220,6439.349802162456,6.4393498021624564
User_144,3106.1481687173878,9430.50339551245,0,0,1475.420380140759,1810.6566519383905,0,3286.07703207915,3.2860770320791497
User_145,2993.8834606422733,14135.036967984439,3,2,1422.0946438050798,2713.927097853012,1210,5346.021741658092,5.346021741658092
User_146,1258.2086314817295,24649.10693131415,1,0,597.6490999538215,4732.628530812317,110,5440.277630766139,5.440277630766139
User_147,5266.950337859278,13777.955915196417,1,0,2501.801410483157,2645.367535717712,110,5257.168946200869,5.257168946200869
User_148,4518.75316260203,10733.947959763254,0,3,2146.407752235964,2060.9180082745447,1320,5527.325760510508,5.527325760510508
User_149,1360.3512587499254,14826.373417508998,0,0,646.1668479062146,2846.663696161728,0,3492.8305440679424,3.4928305440679424
User_150,2950.52524965628,24847.47757311655,1,0,1401.4994935867328,4770.7156940383775,110,6282.21518762511,6.28221518762511
User_151,7357.8612017665755,10056.241421126182,1,0,3494.984070839123,1930.798352856227,110,5535.78242369535,5.53578242369535
User_152,2676.933234668807,5212.847794072314,1,0,1271.5432864676832,1000.8667764618843,110,2382.4100629295676,2.3824100629295675
User_153,2014.2641046385615,21360.42060992342,1,0,956.7754497033167,4101.200757105297,110,5167.976206808614,5.167976206808614
User_154,4426.169321942942,24779.346381242452,1,0,2102.4304279228973,4757.634505198551,110,6970.064933121448,6.970064933121448
User_155,7899.553178774205,3019.1243557059997,0,2,3752.2877599177473,579.671876295552,880,5211.9596362133,5.2119596362133
User_156,2694.3869005805027,7196.223382678341,3,0,1279.8337777757388,1381.6748894742416,330,2991.50866724998,2.99150866724998
User_157,5704.9488318411495,4259.159692829817,1,0,2709.850695124546,817.7586610233249,110,3637.6093561478706,3.6376093561478706
User_158,6331.337307301023,10438.242347464999,0,1,3007.385220967986,2004.1425307132797,440,5451.527751681266,5.451527751681266
User_159,2663.4628079467975,13510.529367162379,0,1,1265.1448337747288,2594.021638495177,440,4299.166472269906,4.299166472269906
User_160,6097.514440283017,22464.790108899193,0,0,2896.319359134433,4313.239700908645,0,7209.559060043079,7.209559060043079
User_161,3574.4819290347727,19534.427546450224,2,0,1697.878916291517,3750.610088918443,220,5668.48900520996,5.66848900520996
User_162,5426.140814155056,18627.857024352936,3,0,2577.4168867236517,3576.548548675764,330,6483.965435399416,6.483965435399416
User_163,5434.707975326263,10571.248398289632,0,0,2581.486288279975,2029.6796924716093,0,4611.165980751584,4.611165980751585
User_164,4750.4227885233095,25243.426592542797,0,1,2256.4508245485717,4846.737905768217,440,7543.18873031679,7.54318873031679
User_165,1632.0283903808581,14138.615021944937,0,0,775.2134854309076,2714.614084213428,0,3489.8275696443357,3.4898275696443357
User_166,6847.117469124666,29373.148140454636,1,0,3252.380797834216,5639.64444296729,110,9002.025240801506,9.002025240801506
User_167,3245.4604548021507,19024.264148872106,4,1,1541.5937160310216,3652.6587165834444,880,6074.252432614466,6.074252432614466
User_168,2305.6295727989796,3787.942246935082,1,1,1095.1740470795153,727.2849114115357,550,2372.458958491051,2.372458958491051
User_169,1285.4259908833474,20285.32686226302,0,0,610.5773456695899,3894.7827575544998,0,4505.3601032240895,4.505360103224089
User_170,5136.250602317693,9753.12046295097,0,0,2439.719036100904,1872.5991288865864,0,4312.3181649874905,4.312318164987491
User_171,5742.950532895977,20589.815900582922,2,1,2727.901503125589,3953.244652911921,660,7341.14615603751,7.34114615603751
User_172,1116.114802494993,2089.2344448721724,1,1,530.1545311851216,401.1330134154571,550,1481.2875446005787,1.4812875446005787
User_173,4584.651408094967,5246.443115278782,0,0,2177.709418845109,1007.3170781335261,0,3185.0264969786354,3.1850264969786353
User_174,2585.4704263855656,25672.11776717359,1,1,1228.0984525331437,4929.046611297329,550,6707.145063830472,6.707145063830472
User_175,5516.209532866149,6815.386710705447,0,0,2620.1995281114205,1308.5542484554458,0,3928.7537765668662,3.9287537765668663
User_176,2220.5650030349398,25111.233757288202,3,1,1054.7683764415963,4821.356881399335,770,6646.125257840931,6.646125257840931
User_177,5836.564166717261,8378.282653632314,1,1,2772.367979190699,1608.6302694974042,550,4930.998248688104,4.930998248688104
User_178,3707.1474241037618,19286.45730176123,0,0,1760.8950264492867,3702.9998019381565,0,5463.894828387443,5.463894828387444
User_179,7557.109921157142,20824.51720529493,0,0,3589.627212549642,3998.307303416627,0,7587.934515966269,7.587934515966269
User_180,1962.6466090219528,15379.642594351588,3,1,932.2571392854276,2952.8913781155047,770,4655.148517400932,4.655148517400932
User_181,3387.4644573518094,9159.320300901938,1,2,1609.0456172421093,1758.589497773172,990,4357.635115015281,4.357635115015281
User_182,1794.3146486841235,6379.331291132884,1,0,852.2994581249586,1224.8316078975138,110,2187.1310660224726,2.1871310660224728
User_183,7472.855327949939,995.6806368727866,2,0,3549.606280776221,191.17068227957503,220,3960.776963055796,3.960776963055796
User_184,7141.375473666867,9118.392037221714,2,0,3392.153349991762,1750.7312711465693,220,5362.884621138332,5.362884621138331
User_185,2805.591394006089,19594.88371593849,1,0,1332.6559121528924,3762.21767346019,110,5204.8735856130825,5.2048735856130826
User_186,5619.888322239253,28149.14455345448,1,0,2669.446953063645,5404.63575426326,110,8184.082707326906,8.184082707326906
User_187,6720.555401408511,26136.13446789156,2,4,3192.2638156690427,5018.13781783518,1980,10190.401633504222,10.190401633504221
User_188,4886.405681196236,22981.94329605908,2,1,2321.042698568212,4412.533112843344,660,7393.575811411556,7.393575811411556
User_189,4707.554048492046,23653.42029759896,2,0,2236.0881730337214,4541.456697139,220,6997.544870172722,6.997544870172722
User_190,2692.9660363031617,19949.547104279856,1,1,1279.1588672440018,3830.3130440217324,550,5659.471911265734,5.659471911265734
User_191,1651.7193746412945,7808.60572698009,2,0,784.5667029546148,1499.2522995801774,220,2503.819002534792,2.503819002534792
User_192,7280.510305673287,27215.850921174897,2,2,3458.2423951948113,5225.44337686558,1100,9783.685772060391,9.783685772060391
User_193,7302.926400143313,20121.96935717502,2,1,3468.8900400680736,3863.418116577604,660,7992.308156645678,7.992308156645677
User_194,5431.710200912876,16813.218929413197,0,0,2580.062345433616,3228.1380344473337,0,5808.200379880949,5.808200379880949
User_195,3373.208537340905,3329.6840764044323,4,1,1602.2740552369298,639.299342669651,880,3121.573397906581,3.1215733979065807
User_196,3444.467022288626,13411.666314192762,2,1,1636.1218355870974,2575.0399323250103,660,4871.161767912108,4.871161767912108
User_197,6081.6897520916755,13810.74813605779,1,0,2888.8026322435458,2651.6636421230955,110,5650.466274366641,5.650466274366641
User_198,7279.77181966804,25936.9082856801,2,1,3457.891614342319,4979.886390850579,660,9097.778005192898,9.097778005192898
User_199,7209.604969855821,16399.446605633653,2,0,3424.5623606815147,3148.6937482816616,220,6793.256108963176,6.793256108963177
User_200,6459.128821003367,11412.01646911229,0,1,3068.086189976599,2191.1071620695598,440,5699.193352046159,5.699193352046159
User_201,5494.221523080015,29304.00985531978,1,1,2609.755223463007,5626.369892221398,550,8786.125115684405,8.786125115684404
User_202,1588.9797549653417,3321.61779978947,2,0,754.7653836085373,637.7506175595782,220,1612.5160011681155,1.6125160011681154
User_203,2131.4009986622964,12676.452849358338,1,0,1012.4154743645908,2433.878947076801,110,3556.294421441392,3.556294421441392
User_204,7289.879319689555,1260.7402551421587,3,0,3462.6926768525386,242.06212898729447,330,4034.754805839833,4.034754805839833
User_205,5245.003417617129,22197.123623007912,1,0,2491.3766233681363,4261.847735617519,110,6863.224358985655,6.863224358985655
User_206,1064.3793613164075,27542.29656597452,1,0,505.5801966252936,5288.120940667108,110,5903.701137292402,5.903701137292401
User_207,1710.3008000622249,8401.119886514683,2,0,812.3928800295567,1613.0150182108193,220,2645.407898240376,2.6454078982403764
User_208,5644.512383756391,25750.250303973626,0,0,2681.1433822842855,4944.048058362936,0,7625.1914406472215,7.625191440647222
User_209,1035.4310869235308,8766.546913856933,1,0,491.8297662886771,1683.1770074605313,110,2285.006773749208,2.2850067737492084
User_210,2125.6563599224905,27323.104849317457,1,0,1009.686770963183,5246.036131068951,110,6365.722902032135,6.365722902032135
User_211,4841.136525566103,22618.857107903517,2,0,2299.539849643899,4342.8205647174755,220,6862.360414361374,6.8623604143613735
User_212,5843.2663838488525,24147.203305243158,1,1,2775.5515323282048,4636.263034606686,550,7961.8145669348905,7.9618145669348905
User_213,5563.7288165182035,540.196668013635,2,1,2642.7711878461464,103.71776025861791,660,3406.4889481047644,3.4064889481047644
User_214,2569.8851662239185,28884.31071222078,2,1,1220.6954539563612,5545.78765674639,660,7426.483110702751,7.426483110702751
User_215,5985.254549432751,21800.129762109696,0,1,2842.995910980557,4185.624914325062,440,7468.620825305618,7.468620825305618
User_216,2660.7436124776004,9142.532861583999,4,3,1263.8532159268602,1755.3663094241278,1760,4779.219525350988,4.779219525350988
User_217,3277.797887114874,24881.83994576541,3,0,1556.953996379565,4777.313269586959,330,6664.267265966524,6.664267265966524
User_218,6225.439835826169,8445.6359524479,0,0,2957.08392201743,1621.5621028699968,0,4578.646024887426,4.578646024887426
User_219,5547.4302933305025,26182.61518698384,1,0,2635.0293893319886,5027.062115900897,110,7772.0915052328855,7.772091505232885
User_220,6944.563873459246,3377.4117123581104,1,1,3298.6678398931417,648.4630487727572,550,4497.130888665899,4.497130888665899
User_221,5603.290246102403,21110.579323823873,2,0,2661.5628668986415,4053.2312301741836,220,6934.794097072825,6.9347940970728255
User_222,4978.160223348301,16220.95429934731,1,0,2364.6261060904426,3114.4232254746835,110,5589.049331565126,5.589049331565126
User_223,1655.7233747966475,2896.0341058632243,0,0,786.4686030284075,556.038548325739,0,1342.5071513541466,1.3425071513541467
User_224,3574.0106214160346,7256.814847765169,0,0,1697.6550451726164,1393.3084507709125,0,3090.963495943529,3.090963495943529
User_225,2856.416573772078,372.1210883194437,1,1,1356.797872541737,71.44724895733319,550,1978.2451214990701,1.9782451214990702
User_226,2707.927503653585,14063.038963935174,1,0,1286.2655642354528,2700.1034810755536,110,4096.369045311007,4.096369045311007
User_227,7811.073883267119,9037.957822800012,1,0,3710.260094551881,1735.2879019776024,110,5555.5479965294835,5.555547996529484
User_228,3751.6840726673227,17950.724528932766,4,0,1782.0499345169783,3446.5391095550913,440,5668.58904407207,5.668589044072069
User_229,7244.325886239793,8917.134231258515,0,0,3441.0547959639016,1712.089772401635,0,5153.1445683655365,5.153144568365536
User_230,5417.97038198084,8997.573345209541,3,1,2573.535931440899,1727.5340822802318,770,5071.070013721131,5.071070013721131
